,age group,job,nuptial,education,defaulter_presence,balance_amount,house_loan,personal_loan,contact_via,last_contact_day,last_contact_month,duration,campaign,passed_days,previous_contact,y
25,3,4,4,2,0,255.0,1,0,0,5,5,296.0,1.0,3,0,0
26,5,2,3,1,0,113.0,1,1,0,5,5,127.0,1.0,3,0,0
27,4,4,4,1,0,-246.0,1,0,0,5,5,255.0,2.0,3,0,0
28,3,9,4,1,0,265.0,1,1,0,5,5,348.0,1.0,3,0,0
29,5,9,3,1,0,839.0,0,1,0,5,5,225.0,1.0,3,0,0
30,4,4,3,2,0,378.0,1,0,0,5,5,230.0,1.0,3,0,0
31,6,0,3,1,0,39.0,1,1,0,5,5,208.0,1.0,3,0,0
32,5,1,3,1,0,0.0,1,0,0,5,5,226.0,1.0,3,0,0
33,5,9,1,1,0,63.0,1,0,0,5,5,242.0,1.0,3,0,0
34,2,1,3,1,0,-7.0,1,0,0,5,5,365.0,1.0,3,0,0
35,3,0,1,1,0,506.0,1,0,0,5,5,577.0,1.0,3,0,0
36,3,0,4,1,0,0.0,1,0,0,5,5,137.0,1.0,3,0,0
37,4,7,1,1,0,2586.0,1,0,0,5,5,160.0,1.0,3,0,0
38,5,4,3,1,0,49.0,1,0,0,5,5,180.0,2.0,3,0,0
39,6,1,3,1,0,104.0,1,0,0,5,5,22.0,1.0,3,0,0
40,5,5,3,1,0,96.0,1,0,0,5,5,616.0,1.0,3,0,0
41,3,0,4,0,0,-171.0,1,0,0,5,5,242.0,1.0,3,0,0
42,5,6,3,2,0,-364.0,1,0,0,5,5,355.0,1.0,3,0,0
43,4,9,3,1,0,0.0,1,0,0,5,5,225.0,2.0,3,0,0
44,5,9,1,1,0,0.0,0,0,0,5,5,160.0,1.0,3,0,0
45,2,4,4,2,0,0.0,1,0,0,5,5,363.0,1.0,3,0,0
46,5,1,3,1,0,1291.0,1,0,0,5,5,266.0,1.0,3,0,0
47,4,4,1,2,0,-244.0,1,0,0,5,5,253.0,1.0,3,0,0
48,3,4,3,2,0,0.0,1,0,0,5,5,179.0,1.0,3,0,0
49,4,0,4,1,0,-76.0,1,0,0,5,5,787.0,1.0,3,0,0
50,2,9,4,1,0,-103.0,1,1,0,5,5,145.0,1.0,3,0,0
51,3,2,4,2,0,243.0,0,1,0,5,5,174.0,1.0,3,0,0
52,3,4,4,2,0,424.0,1,0,0,5,5,104.0,1.0,3,0,0
53,4,1,3,1,0,306.0,1,0,0,5,5,13.0,1.0,3,0,0
54,4,1,4,1,0,24.0,1,0,0,5,5,185.0,1.0,3,0,0
55,3,0,3,2,0,0.0,1,0,0,5,5,138.0,1.0,3,0,0
56,5,9,1,1,0,989.0,1,0,0,5,5,812.0,1.0,3,0,0
57,5,1,3,0,0,249.0,1,0,0,5,5,164.0,1.0,3,0,0
58,3,7,3,1,0,790.0,1,0,0,5,5,391.0,1.0,3,0,0
59,4,1,3,1,0,154.0,1,0,0,5,5,357.0,1.0,3,0,0
60,6,5,3,2,0,100.0,0,0,0,5,5,528.0,1.0,3,0,0
61,5,4,1,2,0,59.0,1,0,0,5,5,273.0,1.0,3,0,0
62,5,9,3,1,0,1205.0,1,0,0,5,5,158.0,2.0,3,0,0
63,3,7,3,1,0,25.0,1,1,0,5,5,172.0,1.0,3,0,0
64,5,4,3,1,0,282.0,1,1,0,5,5,154.0,1.0,3,0,0
65,5,1,3,0,0,23.0,1,0,0,5,5,291.0,1.0,3,0,0
66,4,9,3,1,0,1937.0,1,0,0,5,5,181.0,1.0,3,0,0
67,5,9,3,1,0,384.0,1,0,0,5,5,176.0,1.0,3,0,0
68,4,1,3,1,0,582.0,0,1,0,5,5,211.0,1.0,3,0,0
69,5,7,1,1,0,91.0,0,0,0,5,5,349.0,1.0,3,0,0
70,4,7,1,1,0,0.0,1,1,0,5,5,272.0,1.0,3,0,0
71,5,7,1,1,1,1.0,1,0,0,5,5,208.0,1.0,3,0,0
72,4,0,4,1,0,206.0,1,0,0,5,5,193.0,1.0,3,0,0
73,4,7,1,1,0,164.0,0,0,0,5,5,212.0,1.0,3,0,0
74,4,9,4,1,0,690.0,1,0,0,5,5,20.0,1.0,3,0,0
75,4,6,3,2,0,137.0,1,1,0,5,5,246.0,1.0,3,0,0
76,5,1,3,0,0,173.0,1,0,0,5,5,529.0,2.0,3,0,0
77,4,4,1,1,0,16.0,1,1,0,5,5,188.0,2.0,3,0,0
78,5,5,3,1,0,486.0,1,0,0,5,5,180.0,2.0,3,0,0
79,4,4,4,1,0,50.0,0,0,0,5,5,48.0,1.0,3,0,0
80,3,9,3,1,0,152.0,1,1,0,5,5,213.0,2.0,3,0,0
81,6,0,3,1,0,290.0,1,0,0,5,5,583.0,1.0,3,0,0
82,6,1,3,1,0,54.0,1,0,0,5,5,221.0,1.0,3,0,0
83,5,2,1,1,0,-37.0,0,0,0,5,5,173.0,1.0,3,0,0
84,3,4,3,2,0,101.0,1,1,0,5,5,426.0,1.0,3,0,0
85,5,1,3,1,0,383.0,0,0,0,5,5,287.0,1.0,3,0,0
86,6,5,3,2,0,81.0,1,0,0,5,5,101.0,1.0,3,0,0
87,3,9,3,1,0,0.0,1,0,0,5,5,203.0,1.0,3,0,0
88,4,4,3,2,0,229.0,1,0,0,5,5,197.0,1.0,3,0,0
89,4,1,3,1,0,-674.0,1,0,0,5,5,257.0,1.0,3,0,0
90,5,1,3,0,0,90.0,0,0,0,5,5,124.0,1.0,3,0,0
91,5,1,3,0,0,128.0,1,0,0,5,5,229.0,1.0,3,0,0
92,5,1,3,0,0,179.0,1,0,0,5,5,55.0,3.0,3,0,0
93,2,9,4,2,0,0.0,1,0,0,5,5,400.0,1.0,3,0,0
94,4,1,3,1,0,54.0,1,0,0,5,5,197.0,1.0,3,0,0
95,4,9,3,2,0,151.0,1,0,0,5,5,190.0,1.0,3,0,0
96,3,0,3,1,0,61.0,0,1,0,5,5,21.0,1.0,3,0,0
97,5,5,4,1,0,30.0,1,0,0,5,5,514.0,1.0,3,0,0
98,4,4,3,2,0,523.0,1,0,0,5,5,849.0,2.0,3,0,0
99,2,7,1,1,0,31.0,1,0,0,5,5,194.0,1.0,3,0,0
100,4,9,1,1,0,79.0,0,0,0,5,5,144.0,1.0,3,0,0
101,5,6,3,0,0,-34.0,1,1,0,5,5,212.0,2.0,3,0,0
102,3,1,3,0,0,448.0,1,0,0,5,5,286.0,1.0,3,0,0
103,5,5,1,0,0,81.0,1,0,0,5,5,107.0,1.0,3,0,0
104,4,1,3,1,0,144.0,1,0,0,5,5,247.0,2.0,3,0,0
105,4,0,3,1,0,351.0,1,0,0,5,5,518.0,1.0,3,0,0
106,3,4,4,2,0,-67.0,1,0,0,5,5,364.0,1.0,3,0,0
107,5,4,1,2,0,262.0,0,0,0,5,5,178.0,1.0,3,0,0
108,5,9,3,0,0,0.0,0,0,0,5,5,98.0,1.0,3,0,0
109,5,9,1,1,0,56.0,1,0,0,5,5,439.0,1.0,3,0,0
110,5,1,3,1,0,26.0,1,0,0,5,5,79.0,1.0,3,0,0
111,3,0,3,1,0,3.0,1,0,0,5,5,120.0,3.0,3,0,0
112,4,7,3,1,0,41.0,1,1,0,5,5,127.0,2.0,3,0,0
113,5,9,3,2,0,7.0,0,1,0,5,5,175.0,1.0,3,0,0
114,3,9,4,1,0,105.0,1,0,0,5,5,262.0,2.0,3,0,0
115,2,0,4,1,0,818.0,1,1,0,5,5,61.0,1.0,3,0,0
116,3,7,3,1,0,-16.0,1,1,0,5,5,78.0,1.0,3,0,0
117,3,1,3,1,0,0.0,1,0,0,5,5,143.0,1.0,3,0,0
118,5,7,3,1,0,2476.0,1,0,0,5,5,579.0,1.0,3,0,1
119,5,4,3,2,0,1185.0,0,0,0,5,5,677.0,1.0,3,0,0
120,3,0,4,1,0,217.0,1,0,0,5,5,345.0,1.0,3,0,0
121,3,9,4,1,0,1685.0,1,0,0,5,5,185.0,1.0,3,0,0
122,5,0,4,1,0,802.0,1,1,0,5,5,100.0,2.0,3,0,0
123,2,10,4,2,0,0.0,1,0,0,5,5,125.0,2.0,3,0,0
124,2,1,3,1,0,94.0,1,0,0,5,5,193.0,1.0,3,0,0
125,3,9,4,1,0,0.0,1,0,0,5,5,136.0,1.0,3,0,0
126,4,7,4,1,0,0.0,0,0,0,5,5,73.0,1.0,3,0,0
127,3,1,3,1,0,517.0,1,0,0,5,5,528.0,1.0,3,0,0
128,4,1,3,1,0,265.0,1,0,0,5,5,541.0,1.0,3,0,0
129,5,3,1,0,0,947.0,1,0,0,5,5,163.0,1.0,3,0,0
130,3,6,4,1,0,3.0,1,0,0,5,5,301.0,1.0,3,0,0
131,5,10,3,2,0,42.0,0,0,0,5,5,46.0,1.0,3,0,0
132,3,1,3,1,0,37.0,1,0,0,5,5,204.0,1.0,3,0,0
133,5,1,3,1,0,57.0,1,0,0,5,5,98.0,1.0,3,0,0
134,3,7,3,1,0,22.0,1,0,0,5,5,71.0,1.0,3,0,0
135,5,1,1,0,0,8.0,1,0,0,5,5,157.0,2.0,3,0,0
136,4,10,3,1,0,293.0,1,0,0,5,5,243.0,1.0,3,0,0
137,4,7,3,0,0,3.0,1,0,0,5,5,186.0,2.0,3,0,0
138,5,1,3,0,0,348.0,1,0,0,5,5,579.0,2.0,3,0,0
139,5,1,3,1,0,-19.0,1,0,0,5,5,163.0,2.0,3,0,0
140,2,8,4,1,0,0.0,1,0,0,5,5,610.0,2.0,3,0,0
141,3,4,3,1,0,18.0,1,0,0,5,5,85.0,1.0,3,0,0
142,5,9,3,0,0,139.0,0,0,0,5,5,114.0,2.0,3,0,0
143,4,7,3,1,0,0.0,1,0,0,5,5,114.0,2.0,3,0,0
144,5,1,3,1,0,1883.0,1,0,0,5,5,57.0,1.0,3,0,0
145,6,5,1,1,0,216.0,1,0,0,5,5,238.0,1.0,3,0,0
146,5,1,3,1,0,782.0,1,0,0,5,5,93.0,3.0,3,0,0
147,4,1,3,1,0,904.0,1,0,0,5,5,128.0,2.0,3,0,0
148,4,7,3,1,0,1705.0,1,0,0,5,5,107.0,1.0,3,0,0
149,3,9,4,2,0,47.0,1,0,0,5,5,181.0,1.0,3,0,0
150,4,7,4,1,0,176.0,1,0,0,5,5,303.0,2.0,3,0,0
151,4,1,3,1,0,1225.0,1,0,0,5,5,558.0,5.0,3,0,0
152,4,9,3,1,0,86.0,1,0,0,5,5,270.0,1.0,3,0,0
153,2,0,4,1,0,82.0,1,0,0,5,5,228.0,1.0,3,0,0
154,5,4,3,2,0,271.0,1,0,0,5,5,99.0,1.0,3,0,0
155,5,9,3,1,0,1378.0,1,0,0,5,5,240.0,1.0,3,0,0
156,5,0,3,2,0,184.0,0,0,0,5,5,673.0,2.0,3,0,1
157,5,1,3,0,0,0.0,0,0,0,5,5,233.0,3.0,3,0,0
158,4,7,3,1,0,1357.0,1,1,0,5,5,250.0,1.0,3,0,0
159,5,2,3,2,0,19.0,1,0,0,5,5,252.0,1.0,3,0,0
160,3,5,4,0,0,434.0,0,0,0,5,5,138.0,1.0,3,0,0
161,6,0,1,1,0,92.0,1,0,0,5,5,130.0,1.0,3,0,0
162,5,0,1,1,0,1151.0,1,0,0,5,5,412.0,1.0,3,0,0
163,4,10,3,1,0,41.0,1,0,0,5,5,179.0,2.0,3,0,0
164,3,9,3,1,0,51.0,1,0,0,5,5,19.0,2.0,3,0,0
165,5,7,3,1,0,214.0,1,0,0,5,5,458.0,2.0,3,0,0
166,5,4,3,1,0,1161.0,1,0,0,5,5,717.0,1.0,3,0,0
167,3,7,3,2,0,37.0,1,0,0,5,5,313.0,1.0,3,0,0
168,3,9,1,1,0,787.0,1,0,0,5,5,683.0,2.0,3,0,0
169,3,9,3,1,0,253.0,1,0,0,5,5,416.0,1.0,3,0,0
170,3,0,3,2,0,211.0,1,0,0,5,5,146.0,2.0,3,0,0
171,5,5,3,0,0,235.0,1,0,0,5,5,167.0,1.0,3,0,0
172,4,7,1,1,0,4384.0,1,0,0,5,5,315.0,1.0,3,0,0
173,5,4,3,1,0,4080.0,0,0,0,5,5,140.0,1.0,3,0,0
174,3,1,4,1,0,53.0,1,1,0,5,5,346.0,1.0,3,0,0
175,3,4,4,2,0,0.0,1,0,0,5,5,562.0,1.0,3,0,0
176,5,5,3,1,0,2127.0,1,0,0,5,5,172.0,1.0,3,0,0
177,3,4,3,2,0,377.0,1,0,0,5,5,217.0,1.0,3,0,0
178,5,4,3,2,0,73.0,1,0,0,5,5,142.0,2.0,3,0,0
179,4,0,3,1,0,445.0,1,0,0,5,5,67.0,1.0,3,0,0
180,3,1,3,1,0,243.0,1,0,0,5,5,291.0,1.0,3,0,0
181,3,1,4,1,0,307.0,1,0,0,5,5,309.0,2.0,3,0,0
182,3,7,3,1,0,155.0,1,0,0,5,5,248.0,1.0,3,0,0
183,5,9,1,2,0,173.0,0,1,0,5,5,98.0,1.0,3,0,0
184,4,4,3,2,0,400.0,1,0,0,5,5,256.0,1.0,3,0,0
185,6,1,1,0,0,1428.0,1,0,0,5,5,82.0,2.0,3,0,0
186,4,0,3,1,0,219.0,1,0,0,5,5,577.0,1.0,3,0,0
187,4,6,3,2,0,7.0,1,0,0,5,5,286.0,1.0,3,0,0
188,4,1,3,1,0,575.0,1,0,0,5,5,477.0,1.0,3,0,0
189,3,8,4,1,0,298.0,1,0,0,5,5,611.0,2.0,3,0,0
190,3,7,3,1,0,0.0,1,0,0,5,5,471.0,1.0,3,0,0
191,4,4,3,2,0,176.0,1,1,0,5,5,42.0,1.0,3,0,0
192,4,4,3,2,0,517.0,1,0,0,5,5,251.0,1.0,3,0,0
193,3,7,4,1,0,257.0,1,0,0,5,5,408.0,1.0,3,0,0
194,4,5,3,1,0,56.0,1,0,0,5,5,215.0,1.0,3,0,0
195,3,1,3,1,0,-390.0,1,0,0,5,5,287.0,1.0,3,0,0
196,5,5,3,1,0,330.0,1,0,0,5,5,216.0,2.0,3,0,0
197,5,3,1,0,0,195.0,0,0,0,5,5,366.0,2.0,3,0,0
198,3,7,3,1,0,301.0,1,0,0,5,5,210.0,1.0,3,0,0
199,5,1,3,0,0,-41.0,1,0,0,5,5,288.0,1.0,3,0,0
200,4,9,3,2,0,483.0,1,0,0,5,5,168.0,1.0,3,0,0
201,5,10,3,1,0,13.0,0,0,0,5,5,410.0,3.0,3,0,0
202,4,3,3,0,0,965.0,0,0,0,5,5,177.0,1.0,3,0,0
203,3,4,3,2,0,378.0,1,1,0,5,5,127.0,2.0,3,0,0
204,4,10,3,1,0,219.0,1,0,0,5,5,357.0,1.0,3,0,0
205,2,1,3,0,0,324.0,1,0,0,5,5,175.0,1.0,3,0,0
206,3,2,1,1,0,-69.0,1,0,0,5,5,300.0,1.0,3,0,0
207,5,5,3,1,0,0.0,0,1,0,5,5,136.0,1.0,3,0,0
208,4,1,3,0,0,278.0,1,0,0,5,5,125.0,2.0,3,0,0
209,5,4,3,2,0,1065.0,1,0,0,5,5,213.0,3.0,3,0,0
210,3,4,4,2,0,34.0,1,0,0,5,5,27.0,1.0,3,0,0
211,3,1,3,1,0,1033.0,0,0,0,5,5,238.0,2.0,3,0,0
212,5,7,1,1,0,1467.0,1,0,0,5,5,124.0,1.0,3,0,0
213,4,1,3,0,0,-12.0,1,0,0,5,5,18.0,1.0,3,0,0
214,3,7,3,1,0,388.0,1,0,0,5,5,730.0,2.0,3,0,0
215,5,2,3,1,0,294.0,1,0,0,5,5,746.0,2.0,3,0,0
216,5,1,3,1,0,1827.0,0,0,0,5,5,121.0,1.0,3,0,0
217,5,1,3,0,0,627.0,1,0,0,5,5,247.0,1.0,3,0,0
218,4,1,3,0,0,25.0,1,0,0,5,5,40.0,1.0,3,0,0
219,5,0,1,1,0,315.0,1,0,0,5,5,181.0,2.0,3,0,0
220,3,1,3,0,0,0.0,1,0,0,5,5,79.0,1.0,3,0,0
221,4,0,1,1,0,66.0,1,0,0,5,5,206.0,1.0,3,0,0
222,4,1,1,0,0,-9.0,1,1,0,5,5,389.0,1.0,3,0,0
223,4,9,3,1,0,349.0,1,1,0,5,5,127.0,1.0,3,0,0
224,4,2,3,2,0,100.0,1,0,0,5,5,702.0,1.0,3,0,0
225,3,0,3,1,0,0.0,0,0,0,5,5,151.0,1.0,3,0,0
226,4,9,3,1,0,434.0,1,0,0,5,5,117.0,1.0,3,0,0
227,4,4,3,2,0,3237.0,1,0,0,5,5,232.0,3.0,3,0,0
228,4,4,3,2,0,275.0,0,0,0,5,5,408.0,2.0,3,0,0
229,2,1,4,1,0,0.0,1,0,0,5,5,179.0,2.0,3,0,0
230,4,4,3,2,0,207.0,1,0,0,5,5,39.0,1.0,3,0,0
231,3,1,3,1,0,483.0,1,0,0,5,5,282.0,1.0,3,0,0
232,5,7,3,1,0,2248.0,1,0,0,5,5,714.0,2.0,3,0,0
233,4,0,3,1,0,428.0,1,0,0,5,5,50.0,1.0,3,0,0
234,5,1,3,1,0,0.0,1,1,0,5,5,181.0,1.0,3,0,0
235,3,7,4,1,0,0.0,1,0,0,5,5,142.0,1.0,3,0,0
236,3,9,1,1,0,140.0,1,0,0,5,5,227.0,1.0,3,0,0
237,5,4,4,2,0,297.0,1,0,0,5,5,119.0,1.0,3,0,0
238,3,1,3,0,0,279.0,1,0,0,5,5,361.0,1.0,3,0,0
239,5,2,1,1,0,901.0,1,0,0,5,5,73.0,3.0,3,0,0
240,3,9,4,1,0,2573.0,1,0,0,5,5,67.0,2.0,3,0,0
241,3,7,3,1,0,143.0,1,1,0,5,5,350.0,1.0,3,0,0
242,4,1,3,1,0,475.0,1,0,0,5,5,332.0,2.0,3,0,0
243,5,1,3,1,0,70.0,1,0,0,5,5,611.0,2.0,3,0,0
244,3,4,4,2,0,318.0,1,0,0,5,5,113.0,2.0,3,0,0
245,3,9,3,1,0,275.0,1,0,0,5,5,132.0,1.0,3,0,0
246,4,4,1,2,0,742.0,1,0,0,5,5,58.0,3.0,3,0,0
247,4,2,3,0,0,236.0,1,0,0,5,5,151.0,1.0,3,0,0
248,3,8,4,2,0,25.0,1,0,0,5,5,89.0,2.0,3,0,0
249,3,4,4,2,0,600.0,1,0,0,5,5,152.0,1.0,3,0,0
250,3,0,1,1,0,-349.0,1,0,0,5,5,611.0,2.0,3,0,0
251,4,1,3,0,0,183.0,1,1,0,5,5,110.0,2.0,3,0,0
252,4,1,3,0,0,0.0,1,0,0,5,5,463.0,1.0,3,0,0
253,4,4,4,2,0,0.0,1,1,0,5,5,562.0,2.0,3,0,1
254,4,1,1,0,0,0.0,1,0,0,5,5,962.0,1.0,3,0,0
255,5,9,3,1,0,1078.0,1,0,0,5,5,10.0,4.0,3,0,0
256,5,2,1,1,0,155.0,0,0,0,5,5,118.0,3.0,3,0,0
257,3,0,3,1,0,190.0,1,0,0,5,5,92.0,2.0,3,0,0
258,5,5,3,1,0,319.0,1,0,0,5,5,143.0,3.0,3,0,0
259,3,7,1,1,0,-185.0,1,0,0,5,5,189.0,3.0,3,0,0
260,4,7,3,1,0,47.0,0,0,0,5,5,234.0,2.0,3,0,0
261,3,7,4,1,0,570.0,1,0,0,5,5,75.0,2.0,3,0,0
262,3,6,3,2,0,19.0,0,0,0,5,5,189.0,2.0,3,0,0
263,5,1,3,0,0,61.0,1,0,0,5,5,621.0,3.0,3,0,0
264,4,0,3,1,0,-62.0,1,1,0,5,5,55.0,2.0,3,0,0
265,5,9,3,2,0,258.0,0,0,0,5,5,310.0,4.0,3,0,0
266,5,1,3,0,0,76.0,1,0,0,5,5,156.0,2.0,3,0,0
267,3,1,4,1,0,0.0,1,0,0,5,5,5.0,2.0,3,0,0
268,3,0,4,1,0,352.0,1,0,0,5,5,225.0,2.0,3,0,0
269,4,0,3,1,0,368.0,1,0,0,5,5,125.0,2.0,3,0,0
270,5,9,4,2,0,339.0,1,0,0,5,5,2.0,3.0,3,0,0
271,3,1,3,1,0,1331.0,1,0,0,5,5,286.0,2.0,3,0,0
272,4,6,3,1,0,672.0,1,0,0,5,5,164.0,2.0,3,0,0
273,3,4,3,2,0,58.0,1,0,0,5,5,98.0,2.0,3,0,0
274,5,9,4,1,0,447.0,1,0,0,5,5,742.0,2.0,3,0,0
275,2,8,4,1,0,423.0,1,0,0,5,5,226.0,3.0,3,0,0
276,5,4,3,2,0,0.0,0,0,0,5,5,120.0,2.0,3,0,0
277,3,9,3,1,0,19.0,1,0,0,5,5,362.0,4.0,3,0,0
278,5,9,1,0,0,13.0,1,0,0,5,5,357.0,2.0,3,0,0
279,3,1,4,1,0,3.0,1,0,0,5,5,200.0,2.0,3,0,0
280,2,8,4,1,0,82.0,1,0,0,5,5,204.0,2.0,3,0,0
281,4,1,1,0,0,28.0,1,0,0,5,5,126.0,3.0,3,0,0
282,5,9,3,1,0,792.0,1,0,0,5,5,65.0,2.0,3,0,0
283,4,1,3,1,0,408.0,1,0,0,5,5,107.0,2.0,3,0,0
284,5,0,3,1,0,531.0,1,0,0,5,5,267.0,2.0,3,0,0
285,5,5,3,1,0,211.0,1,0,0,5,5,248.0,2.0,3,0,0
286,3,7,4,1,0,62.0,1,0,0,5,5,215.0,2.0,3,0,0
287,5,7,3,1,0,257.0,1,0,0,5,5,209.0,2.0,3,0,0
288,5,9,3,1,0,1234.0,1,0,0,5,5,205.0,2.0,3,0,0
289,5,4,3,2,0,313.0,1,0,0,5,5,83.0,2.0,3,0,0
290,5,1,3,1,0,89.0,1,0,0,5,5,106.0,3.0,3,0,0
291,4,1,3,1,0,129.0,1,1,0,5,5,189.0,2.0,3,0,0
292,4,4,3,2,0,0.0,1,0,0,5,5,105.0,2.0,3,0,0
293,5,0,3,1,0,353.0,1,0,0,5,5,106.0,2.0,3,0,0
294,5,9,3,1,0,851.0,1,0,0,5,5,108.0,2.0,3,0,0
295,5,7,1,0,0,96.0,1,1,0,5,5,311.0,2.0,3,0,0
296,3,7,1,1,0,398.0,1,1,0,5,5,214.0,2.0,3,0,0
297,3,0,4,2,0,193.0,0,0,0,5,5,132.0,2.0,3,0,0
298,4,0,3,1,0,-358.0,1,0,0,5,5,358.0,2.0,3,0,0
299,3,1,3,1,0,539.0,1,1,0,5,5,453.0,2.0,3,0,0
300,5,9,4,1,0,0.0,1,0,0,5,5,364.0,2.0,3,0,0
301,4,5,4,0,0,0.0,0,0,0,5,5,136.0,2.0,3,0,0
302,4,1,3,1,0,490.0,1,0,0,5,5,386.0,2.0,3,0,0
303,5,1,3,1,0,0.0,1,0,0,5,5,173.0,2.0,3,0,0
304,4,1,3,1,0,403.0,1,0,0,5,5,241.0,2.0,3,0,0
305,4,4,3,1,0,161.0,1,0,0,5,5,224.0,3.0,3,0,0
306,3,9,1,2,0,2558.0,0,0,0,5,5,148.0,2.0,3,0,0
307,3,0,4,1,0,98.0,1,0,0,5,5,196.0,2.0,3,0,0
308,5,4,4,2,0,115.0,0,0,0,5,5,111.0,4.0,3,0,0
309,4,1,4,1,0,436.0,1,0,0,5,5,231.0,3.0,3,0,0
310,4,9,3,2,0,831.0,1,0,0,5,5,316.0,3.0,3,0,0
311,5,9,3,1,0,206.0,1,0,0,5,5,216.0,3.0,3,0,0
312,4,1,3,1,0,290.0,1,0,0,5,5,240.0,2.0,3,0,0
313,4,1,3,1,0,1.0,0,0,0,5,5,669.0,3.0,3,0,0
314,4,1,3,1,0,57.0,1,0,0,5,5,425.0,2.0,3,0,0
315,3,1,4,1,0,-457.0,1,0,0,5,5,143.0,2.0,3,0,0
316,5,4,4,2,0,1387.0,1,0,0,5,5,174.0,5.0,3,0,0
317,4,1,3,1,0,30.0,1,0,0,5,5,135.0,4.0,3,0,0
318,4,0,4,1,0,1022.0,1,0,0,5,5,146.0,2.0,3,0,0
319,5,9,3,1,0,56.0,1,1,0,5,5,152.0,2.0,3,0,0
320,5,0,4,1,1,-2.0,0,0,0,5,5,402.0,3.0,3,0,0
321,3,7,4,1,0,121.0,1,0,0,5,5,213.0,2.0,3,0,0
322,4,1,4,1,0,842.0,1,0,0,5,5,144.0,3.0,3,0,0
323,4,4,1,1,0,693.0,1,0,0,5,5,124.0,3.0,3,0,0
324,4,1,1,1,0,-333.0,1,0,0,5,5,183.0,2.0,3,0,0
325,5,1,3,0,0,1533.0,1,0,0,5,5,325.0,2.0,3,0,0
326,3,4,3,2,0,46.0,1,0,0,5,5,39.0,4.0,3,0,0
327,5,7,3,1,0,18.0,0,0,0,5,5,503.0,2.0,3,0,0
328,4,9,3,1,0,44.0,1,0,0,5,5,95.0,4.0,3,0,0
329,3,1,3,0,0,-100.0,1,0,0,5,5,680.0,2.0,3,0,0
330,4,7,3,2,0,510.0,1,0,0,5,5,421.0,4.0,3,0,0
331,5,4,3,2,0,685.0,1,0,0,5,5,174.0,3.0,3,0,0
332,4,4,4,2,0,187.0,1,0,0,5,5,113.0,2.0,3,0,0
333,4,1,3,1,0,66.0,1,0,0,5,5,808.0,2.0,3,0,0
334,3,0,3,1,0,560.0,1,0,0,5,5,198.0,3.0,3,0,0
335,3,1,3,1,0,0.0,1,0,0,5,5,195.0,2.0,3,0,0
336,3,0,4,1,0,12.0,1,0,0,5,5,208.0,2.0,3,0,0
337,4,1,4,1,0,34.0,1,0,0,5,5,404.0,4.0,3,0,0
338,3,2,4,2,0,1068.0,1,0,0,5,5,396.0,2.0,3,0,0
339,4,1,3,1,0,211.0,1,0,0,5,5,216.0,4.0,3,0,0
340,4,0,4,2,0,377.0,1,0,0,5,5,98.0,2.0,3,0,0
341,4,4,3,2,0,263.0,1,0,0,5,5,350.0,2.0,3,0,0
342,4,7,3,1,0,1263.0,1,0,0,6,5,114.0,2.0,3,0,0
343,2,7,3,1,0,8.0,1,0,0,6,5,88.0,3.0,3,0,0
